Ticket #,Customer Complaint,Date,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
362484,"I pay for 50 mbps, get 10 at best",24-06-2015,15:49:24,Customer Care Call,Tacoma,Washington,98422,Open,No
369894,Poor service from Xfinity,27-06-2015,12:21:07,Customer Care Call,Tacoma,Washington,98445,Solved,Yes
221876,Comcast Practices/ billing,04-07-2015,14:17:17,Internet,Tallahassee,Florida,32317,Closed,No
233356,Comcast cable,13-04-2015,19:20:05,Internet,Tallahassee,Florida,32317,Closed,No
261206,Complaint regarding Comcast,28-04-2015,12:15:08,Customer Care Call,Tallahassee,Florida,32317,Closed,No
279834,Intermittent internet,05-08-2015,10:50:03,Customer Care Call,Tallahassee,Florida,32303,Closed,No
304971,unreliable connection,23-05-2015,17:15:49,Internet,Tallahassee,Florida,32308,Solved,Yes
304972,unreliable connection,23-05-2015,17:15:51,Customer Care Call,Tallahassee,Florida,32308,Closed,Yes
325610,Comcast is awful,06-05-2015,14:50:45,Customer Care Call,Tallahassee,Florida,32303,Solved,Yes
361123,Comcast Billing,24-06-2015,10:05:42,Internet,Tallahassee,Florida,32311,Solved,Yes
361389,Tallahassee Comcast rates high without competition,24-06-2015,11:15:55,Internet,Tallahassee,Florida,32312,Solved,No
362352,60 day delay in cancelling service agreement,24-06-2015,15:18:29,Customer Care Call,Tallahassee,Florida,32308,Solved,No
366673,Unfair Billing Practices,25-06-2015,18:09:01,Internet,Tallahassee,Florida,32303,Solved,No
368496,Internet Speed,26-06-2015,14:56:36,Internet,Tallahassee,Florida,32304,Solved,No
310791,Comcast Internet Issue,28-05-2015,07:32:55,Internet,Tamarac,Florida,33321,Solved,No
246156,Xfinity Issues,20-04-2015,22:28:38,Internet,Taylorsville,Utah,84123,Closed,No
344114,Back to back bill,16-06-2015,17:33:34,Customer Care Call,Taylorsville,Utah,84129,Solved,No
267864,"loss of signal SEVERAL times a day, VERY slow connectivity very often, Several issues with television also not just internet",05-01-2015,02:40:47,Customer Care Call,Tenino,Washington,98589,Closed,No
346171,Poor service/paying for unusable services,17-06-2015,15:23:40,Internet,Tewksbury,Alabama,1876,Solved,Yes
257261,Scam concerning Ham License register book.,25-04-2015,18:24:50,Customer Care Call,Texas City,Texas,77590,Closed,No
360561,Comcast bill doubled without notice,23-06-2015,23:48:31,Customer Care Call,The Woodlands,Texas,77380,Open,No
331448,Comcast Complaint,06-09-2015,19:13:21,Customer Care Call,Thornton,Colorado,80229,Closed,No
258344,"Comcast bars HBOGo from streaming to purchased device of my choosing, PS4",27-04-2015,10:28:11,Customer Care Call,Three Rivers,Michigan,49093,Closed,No
283584,internet services,05-11-2015,13:53:04,Customer Care Call,Tiburon,California,94920,Closed,No
220830,Comcast charges in violation of contract,04-06-2015,23:17:15,Customer Care Call,Tigard,Oregon,97223,Closed,No
374193,Someone at Comcast added services without me knowing,30-06-2015,10:47:43,Internet,Tomball,Texas,77375,Solved,No
235976,Comcast won't pay me my refund,14-04-2015,20:55:51,Internet,Toney,Alabama,35773,Closed,No
342712,Data caps for broadband internet,16-06-2015,10:07:01,Internet,Topsham,Maine,4086,Open,Yes
318166,Comcast had said I had a credit but then issued a regular bill,06-02-2015,03:29:26,Customer Care Call,Tracy,California,95376,Solved,Yes
256900,Comcast,25-04-2015,12:59:55,Internet,Trenton,New Jersey,8608,Closed,No
252485,why am I paying for this ?,23-04-2015,13:29:05,Customer Care Call,Triangle,Virginia,22172,Closed,No
375640,Comcast service complaint,30-06-2015,17:26:53,Internet,Troy,Michigan,48083,Pending,No
332583,Complaint about Comcast,06-10-2015,12:39:27,Internet,Tualatin,Oregon,97062,Solved,No
360650,Comcast complaint,24-06-2015,00:39:23,Internet,Tualatin,Oregon,97062,Open,No
307797,Comcast is inaccurately measuring bandwidth consumption.,26-05-2015,16:29:12,Internet,Tucker,Georgia,30084,Closed,No
243690,Data capping and lack of options in Tucson AZ,19-04-2015,15:14:43,Internet,Tucson,Arizona,85743,Closed,Yes
218553,Poor Internet Service,04-05-2015,16:12:12,Internet,Tucson,Arizona,85718,Closed,No
257660,comcast is changing my paper bill to ecobill without my consent,26-04-2015,11:59:36,Customer Care Call,Tucson,Arizona,85704,Closed,No
263031,"Internet ""Overage"" Charges",28-04-2015,21:52:27,Customer Care Call,Tucson,Arizona,85737,Closed,No
272685,Improper Billing/Services,05-04-2015,19:36:08,Internet,Tucson,Arizona,85718,Solved,No
303296,Data Caps,22-05-2015,12:32:45,Customer Care Call,Tucson,Arizona,85718,Open,No
303430,Data Caps,22-05-2015,13:19:55,Internet,Tucson,Arizona,85718,Closed,Yes
309981,"Comcast ""Unlimited"" Internet Access recently limited to 300GB per month",27-05-2015,17:10:24,Internet,Tucson,Arizona,85741,Solved,No
313928,Deceptive Advertising,29-05-2015,15:46:14,Internet,Tucson,Arizona,85749,Solved,No
326487,Comcast data cap/meter,06-06-2015,01:42:02,Customer Care Call,Tucson,Arizona,85742,Solved,Yes
347736,Data Cap,18-06-2015,00:35:23,Internet,Tucson,Arizona,85741,Open,No
353020,Comcast Data Meter/Cap,19-06-2015,19:01:42,Internet,Tucson,Arizona,85742,Closed,Yes
360493,Comcast service and billing,23-06-2015,23:14:43,Internet,Tucson,Arizona,85745,Solved,No
361278,Data Limits,24-06-2015,10:49:25,Customer Care Call,Tucson,Arizona,85749,Solved,No
360586,Tucson Comcast Data Caps on Internet Service,24-06-2015,00:03:41,Customer Care Call,Tucson,Arizona,85718,Pending,No
363735,Data Cap,25-06-2015,00:36:03,Customer Care Call,Tucson,Arizona,85742,Pending,No
363773,Home Internet Data Caps,25-06-2015,02:07:29,Internet,Tucson,Arizona,85741,Pending,No
368168,Comcast falsely claims service is provided in neighborhood,26-06-2015,13:22:52,Customer Care Call,Tucson,Arizona,85718,Solved,No
367324,Data usage cap with Comcast Xfinity,26-06-2015,01:53:47,Internet,Tucson,Arizona,85750,Pending,No
336982,Comcast monopoly,06-12-2015,13:18:20,Internet,Tukwila,Washington,98188,Solved,No
374566,Comcast Data Usage Plan Trial,30-06-2015,12:42:23,Internet,Tupelo,Mississippi,38804,Pending,No
357359,Comcast slowing internet speeds intentionally,22-06-2015,23:36:40,Internet,Turnersville,New Jersey,8012,Solved,Yes
335869,Xfinity Data Caps,06-11-2015,19:52:22,Customer Care Call,Tuscaloosa,Alabama,35401,Solved,No
360717,Comcast Data Caps and Throttling,24-06-2015,01:31:17,Customer Care Call,Tuscaloosa,Alabama,35401,Pending,No
226421,Increased monthly fee on 3 year contract,04-09-2015,13:07:49,Customer Care Call,Tuscumbia,Alabama,35674,Closed,Yes
302629,installation fee,21-05-2015,21:33:25,Customer Care Call,Union City,California,94587,Open,No
310832,Comcast issues don't get resolved,28-05-2015,08:35:51,Internet,Union City,Georgia,30291,Pending,No
354508,Data Cap,21-06-2015,09:25:06,Customer Care Call,Union City,Georgia,30291,Solved,No
356764,shitty comcast,22-06-2015,17:52:29,Customer Care Call,Urbana,Illinois,61801,Pending,No
359468,shitty comcast service,23-06-2015,17:20:00,Customer Care Call,Urbana,Illinois,61801,Pending,No
360548,Terrible pricing for only one viable option,23-06-2015,23:36:12,Internet,Vacaville,California,95687,Solved,No
242410,Unfair Billing Practice and Services,17-04-2015,20:03:20,Customer Care Call,Vallejo,California,94589,Closed,Yes
350863,Pay 2500 for cable line,18-06-2015,23:54:08,Customer Care Call,Valley Springs,California,95252,Solved,No
346765,Inability to get service transferred,17-06-2015,17:48:13,Internet,Valparaiso,Indiana,46383,Solved,No
371230,Poor Service or no Service,28-06-2015,19:32:40,Customer Care Call,Valrico,Florida,33594,Open,No
238116,access to service,15-04-2015,19:29:17,Customer Care Call,Vancouver,Washington,98664,Closed,Yes
218733,Speed consistently 1/25 of speed paid for,04-05-2015,23:43:18,Customer Care Call,Vancouver,Washington,98661,Closed,No
242545,Comcast Throttling Internet,17-04-2015,22:13:08,Customer Care Call,Vancouver,Washington,98685,Closed,No
257659,Slow Internet,26-04-2015,11:57:11,Customer Care Call,Vancouver,Washington,98660,Closed,No
273429,Comcast internet service,05-05-2015,12:01:13,Internet,Vancouver,Washington,98684,Closed,Yes
281231,Incorrect billing,05-08-2015,19:11:19,Customer Care Call,Vancouver,Washington,98685,Open,No
316159,comcast xfinity,06-01-2015,04:37:59,Internet,Vancouver,Washington,98661,Solved,No
312977,Comcast Fraudulent Charges,29-05-2015,09:28:16,Internet,Vashon,Washington,98070,Open,No
363419,Re: Unfair Billing Practices Complaints against Comcast,24-06-2015,20:39:30,Internet,Vernon Hills,Illinois,60061,Solved,No
342428,My Comcast Bill for Internet/Cable/Phone service,15-06-2015,22:30:55,Customer Care Call,Vero Beach,Florida,32966,Open,No
360969,Monopolist power of Comcast in my service area,24-06-2015,08:56:48,Customer Care Call,Vero Beach,Florida,32963,Solved,No
367693,Comcast/Xfinity Communication,26-06-2015,10:52:50,Customer Care Call,Vero Beach,Florida,32967,Solved,No
243582,No Internet,19-04-2015,11:46:18,Customer Care Call,Villa Rica,Georgia,30180,Solved,No
334816,"Comcast-Non existent customer service, terrible internet connection",06-11-2015,13:22:03,Internet,Vincentown,New Jersey,8088,Solved,No
282436,Slow download and upload speeds,05-10-2015,12:06:10,Internet,Vineland,New Jersey,8361,Closed,No
375485,Repeatedly have been promised installations without anyone arriving or notifying,30-06-2015,16:40:15,Internet,Voorhees,New Jersey,8043,Solved,No
360535,Comcast Internet,23-06-2015,23:31:13,Internet,Walnut Creek,California,94596,Pending,No
360636,Internet Speeds are Wacko,24-06-2015,00:32:32,Internet,Walnut Creek,California,94595,Solved,No
277005,Unresolved Comcast fraudulent billing,05-06-2015,18:13:16,Internet,Walterboro,South Carolina,29488,Closed,No
355153,comcast internet service,22-06-2015,09:42:31,Customer Care Call,Ware,Massachusetts,1082,Closed,No
252611,comcast email acess,23-04-2015,14:04:52,Internet,Warren,Ohio,44481,Closed,No
357069,Internet service loses signal,22-06-2015,20:06:43,Customer Care Call,Warrenville,Illinois,60555,Solved,No
360625,Comcast Bill,24-06-2015,00:24:38,Internet,Warrenville,Illinois,60555,Solved,No
357230,"Horrible Customer Service, Bad Service",22-06-2015,21:35:37,Customer Care Call,Warsaw,Indiana,46580,Solved,No
216620,"Comcast (no service, hung up on, 3 in person attempts by technician and all were no show with no call back)",04-03-2015,14:45:12,Customer Care Call,Washington,District Of Columbia,20013,Closed,No
256283,Inexplicable Disconnection & Subsequent Mishandling,24-04-2015,19:01:10,Customer Care Call,Washington,District Of Columbia,20001,Closed,No
259550,Comcast: Billing issue,27-04-2015,16:13:59,Customer Care Call,Washington,District Of Columbia,20002,Closed,No
267642,Comcast Internet Service,30-04-2015,21:16:53,Customer Care Call,Washington,District Of Columbia,20037,Closed,No
303715,Billing Complaint,22-05-2015,15:21:42,Customer Care Call,Washington,District Of Columbia,20005,Solved,Yes
306239,Credit on Bill and Change of Service Request,25-05-2015,21:56:13,Customer Care Call,Washington,District Of Columbia,20010,Pending,No
311271,Internet speed,28-05-2015,12:26:21,Internet,Washington,District of Columbia,20018,Solved,Yes
318489,False sales offers,06-02-2015,11:30:41,Customer Care Call,Washington,District Of Columbia,20037,Closed,No
335489,Incorrect Disclosure,06-11-2015,17:20:29,Customer Care Call,Washington,District Of Columbia,20002,Solved,No
340431,Paying for 50MB/s and getting 26MB/s,15-06-2015,08:40:28,Internet,Washington,District Of Columbia,20024,Solved,No
360231,Comcast misleading HSI customers,23-06-2015,21:43:20,Customer Care Call,Washington,District Of Columbia,20026,Solved,No
361379,Throttling of Comcast internet services,24-06-2015,11:12:59,Internet,Washington,District Of Columbia,20002,Solved,No
360961,Billing,24-06-2015,08:52:57,Internet,Washington,District Of Columbia,20037,Solved,No
364571,Unfair and Monopolistic Billing Practices,25-06-2015,12:23:36,Customer Care Call,Washington,District Of Columbia,20009,Solved,No
364340,Comcast/Xfinity,25-06-2015,11:42:08,Internet,Washington,District Of Columbia,20036,Solved,No
372912,Comcast Internet,29-06-2015,16:24:38,Customer Care Call,Washington,District Of Columbia,20003,Open,No
368743,Broadband internet malfeasance by Comcast,26-06-2015,16:13:26,Internet,Washington,Michigan,48095,Solved,No
212381,"Comcast speeds as low as 12 MB/s, paying for 105 MB/s and they wont figure it out.",04-01-2015,15:10:12,Customer Care Call,Washington,Pennsylvania,15301,Closed,No
260891,Lack of ISP choice,28-04-2015,10:27:41,Internet,Washington,Pennsylvania,15301,Closed,No
363290,FAILURE TO PROVIDE SERVICE WHILE STILL BILLING,24-06-2015,19:39:25,Internet,Washington Dc,District Of Columbia,20020,Solved,No
364377,Slow Internet speeds,25-06-2015,11:49:34,Internet,Washington Terrace,Utah,84405,Open,No
341156,Monopolies mean high prices and mediocre service,15-06-2015,13:48:51,Internet,Waterbury,Connecticut,6708,Solved,Yes
363972,Internet Speed,25-06-2015,09:20:09,Customer Care Call,Waterbury,Connecticut,6704,Solved,No
340558,Complaint #2. No resolution. Please help. Thank you.,15-06-2015,10:12:57,Internet,Waterford,Michigan,48328,Solved,No
260999,Comcast is charging consumer too much,28-04-2015,11:06:03,Internet,Watertown,Massachusetts,2472,Closed,No
340299,Comcast slowing down Netflix,14-06-2015,22:57:24,Internet,Wauconda,Illinois,60084,Solved,No
364010,Comcast Excessive Charge When Cancelling Service,25-06-2015,09:40:39,Internet,Waukee,Iowa,50263,Solved,No
213198,Fradulent Services,04-01-2015,20:56:38,Customer Care Call,Waukegan,Illinois,60085,Closed,No
211677,Comcast refusal of service,04-01-2015,12:01:06,Customer Care Call,Wayne,Pennsylvania,19087,Closed,No
370429,(Comcast is not my complaint!) Cyber Tele-marketing is my complaint!,27-06-2015,19:04:11,Customer Care Call,Weirton,West Virginia,26062,Closed,No
291564,Comcast asking for interstructure fee,15-05-2015,11:50:27,Internet,Wellington,Florida,33414,Solved,No
295511,"Deceptive trade practices, false advertising and bait and switch",18-05-2015,16:39:12,Internet,Wellington,Florida,33414,Solved,No
301420,Billing issues,21-05-2015,14:00:00,Internet,Wellington,Florida,33414,Solved,No
329414,Failure to show for an appointment and lying,06-08-2015,19:37:53,Internet,Wellington,Florida,33414,Open,No
231419,over sold/ over billed for short term services,04-12-2015,19:39:11,Customer Care Call,Wenonah,New Jersey,8090,Closed,No
230991,Misrepresentation of Internet Speed,04-11-2015,23:04:52,Customer Care Call,West Chester,Pennsylvania,19382,Closed,No
324821,Comcast Home Security System,06-05-2015,10:08:04,Customer Care Call,West Chester,Pennsylvania,19382,Closed,No
363531,comcast transfer of service complaint,24-06-2015,21:41:29,Customer Care Call,West Chester,Pennsylvania,19382,Solved,No
373404,I HAVE BEEN ASKING TO SPEAK WITH A SUPERVISOR EVERY DAY FOR THE LAST FIVE WEEKS,29-06-2015,18:41:39,Internet,West Deptford,New Jersey,8086,Solved,No
221993,"Comcast is giving out wrong information, accusing people and increasing equipment prices, when contract says price will stay the same for 2 years",04-07-2015,14:44:49,Internet,West Hartford,Connecticut,6110,Closed,No
228557,unauthorized charges to my account by comcast,04-10-2015,12:09:47,Internet,West Lafayette,Indiana,47906,Closed,No
367577,Comcast charge my own router as unreturned equipment,26-06-2015,10:07:45,Customer Care Call,West Lafayette,Indiana,47906,Open,No
355412,Internet Uasge/Overage,22-06-2015,11:32:25,Customer Care Call,West Monroe,Louisiana,71292,Solved,No
361630,Egregious Fees,24-06-2015,12:21:14,Customer Care Call,West Monroe,Louisiana,71291,Solved,No
368991,"CRAMMING, False Internet Promotion, SPEED complaint",26-06-2015,17:33:39,Customer Care Call,West Monroe,Louisiana,71291,Closed,Yes
375388,Comcast Data Cap Overage Fees,30-06-2015,16:19:50,Internet,West Monroe,Louisiana,71291,Pending,No
257843,Comcast committing extortion,26-04-2015,16:50:27,Internet,West Palm Beach,Florida,33401,Closed,No
309425,Comcast,27-05-2015,14:06:03,Customer Care Call,West Palm Beach,Florida,33411,Solved,No
310997,overbilled,28-05-2015,10:41:30,Customer Care Call,West Palm Beach,Florida,33401,Closed,No
335842,Comcast Business Internet,06-11-2015,19:40:52,Customer Care Call,West Palm Beach,Florida,33407,Solved,No
358985,"Monthly bill increased, service decreased",23-06-2015,15:34:21,Customer Care Call,West St Paul,Minnesota,55118,Solved,No
362830,Promised Speeds,24-06-2015,16:57:13,Customer Care Call,West Valley City,Utah,84119,Solved,No
284195,Comcast,05-11-2015,17:25:20,Internet,Westfield,Massachusetts,1085,Open,No
336674,Data caps for cable ISP;s,06-12-2015,11:49:17,Customer Care Call,Westminster,Colorado,80021,Solved,No
359831,Comcast,23-06-2015,19:09:28,Customer Care Call,Westminster,Maryland,21158,Open,No
364489,Youtube being throttled?,25-06-2015,12:11:41,Internet,Westmont,Illinois,60559,Solved,No
